Total_Population,Median_Income,Percent_Bachelor_or_Higher,ZIP
540,105417,96.0,57232
257,-666666666,99.2,57233
1372,75387,93.0,57234
843,71786,96.7,57235
120,78500,86.1,57236
691,81349,96.0,57237
306,61136,94.9,57238
387,85938,92.1,57239
998,71458,95.1,57241
415,99375,95.8,57242
569,49375,95.6,57243
196,52083,87.7,57245
145,69250,97.4,57246
175,72875,99.3,57247
1083,79063,90.0,57248
950,69500,89.8,57249
191,74750,91.7,57251
4669,67035,94.0,57252
526,62969,95.5,57255
223,75515,72.8,57256
574,43068,91.6,57257
261,51429,54.2,57258
605,75189,91.3,57259
1029,74500,97.6,57260
296,63438,85.5,57261
5389,49125,88.9,57262
477,58523,92.8,57263
252,52315,81.7,57264
204,75000,93.5,57265
571,62292,91.1,57266
520,80469,95.6,57268
179,80750,82.6,57269
758,49688,76.2,57270
224,54250,93.8,57271
208,81250,97.7,57272
1173,47344,90.3,57273
2685,61477,91.8,57274
1018,64402,94.0,57276
972,60536,93.3,57278
933,69375,94.5,57279
18967,55076,90.2,57301
1699,93750,94.2,57311
673,85208,87.2,57312
1193,71932,92.9,57313
648,66058,95.6,57314
1064,63333,90.5,57315
641,55208,91.3,57317
936,63450,92.5,57319
342,68750,95.8,57321
315,55000,86.3,57322
212,63750,98.8,57323
396,84167,97.4,57324
3199,67500,86.8,57325
1173,82216,89.2,57328
350,64375,96.7,57329
548,58542,89.3,57330
237,102500,96.5,57331
767,66667,94.0,57332
809,64844,92.8,57334
227,58750,90.4,57335
61,65500,68.9,57337
1341,26429,78.7,57339
186,88333,97.0,57340
146,56250,100.0,57341
298,63167,99.5,57342
103,42273,96.1,57344
1094,71397,89.8,57345
43,53125,78.4,57346
891,74597,90.1,57348
1498,53125,89.7,57349
15899,61444,83.7,57350
806,69141,88.3,57353
15,-666666666,100.0,57354
1323,61000,94.3,57355
2195,50476,83.7,57356
9,83750,77.8,57358
612,90000,96.4,57359
191,19808,78.0,57361
1935,66500,94.2,57362
905,59333,92.5,57363
4,-666666666,0.0,57364
522,68750,94.5,57365
2728,73625,94.1,57366
289,92500,92.8,57367
1074,79821,93.1,57368
2671,62049,87.5,57369
739,65938,93.6,57370
191,76354,88.5,57371
383,39643,95.6,57373
290,72750,99.0,57374
632,65577,83.8,57375
865,55000,81.0,57376
73,90000,96.2,57379
3410,62583,86.9,57380
426,73452,98.8,57381
1141,57625,94.2,57382
817,70078,94.0,57383
1156,61595,87.7,57384
1335,51950,89.8,57385
342,72414,87.4,57386
32217,67348,93.4,57401
186,45417,95.8,57420
54,-666666666,100.0,57421
157,52000,89.5,57422
306,70500,95.2,57424
48,74250,100.0,57426
438,96488,94.2,57427
498,57273,94.2,57428
71,63750,88.1,57429
1900,74917,90.4,57430
239,102321,99.5,57432
355,74167,91.2,57433
485,76458,89.1,57434
282,-666666666,98.6,57435
483,72946,97.6,57436
1338,43750,81.6,57437
1034,70469,89.1,57438
22,-666666666,100.0,57439
506,54375,66.8,57440
607,77083,91.9,57441
2129,65625,96.9,57442
1910,81964,96.1,57445
628,61786,91.7,57446
446,63000,92.8,57448
333,-666666666,96.0,57449
567,81833,86.7,57450
2543,85238,91.7,57451
243,52222,94.6,57452
726,69000,94.7,57454
131,80833,95.4,57455
674,71964,87.8,57456
88,-666666666,93.1,57457
321,114583,91.9,57460
304,78750,99.0,57461
405,140000,100.0,57465
190,46691,93.7,57466
386,63750,74.0,57467
277,60000,98.1,57468
3109,60272,94.6,57469
117,63750,100.0,57470
505,60833,92.9,57471
1077,58056,84.0,57472
288,24286,91.4,57473
234,93036,100.0,57474
119,70833,98.1,57475
427,63750,89.6,57476
128,80833,90.5,57477
599,92361,94.3,57479
375,71250,92.4,57481
17380,84055,96.9,57501
145,52083,100.0,57520
201,25893,92.5,57521
496,74063,94.9,57522
968,44861,94.5,57523
1014,57227,90.0,57528
271,49792,96.8,57529
93,53750,100.0,57531
2937,85670,94.4,57532
1697,49338,87.0,57533
148,41667,98.4,57534
313,72250,92.3,57536
130,69079,90.6,57537
258,44167,91.4,57538
162,-666666666,100.0,57540
194,87969,100.0,57541
837,23625,87.3,57543
451,71389,90.5,57544
111,100104,100.0,57547
1651,32500,84.8,57548
2085,53438,97.2,57551
540,54028,97.8,57552
202,137143,100.0,57553
3516,36006,85.4,57555
752,61750,93.9,57559
497,23250,76.5,57560
120,-666666666,100.0,57562
62,-666666666,88.6,57563
797,69211,94.5,57564
990,18214,79.5,57566
1027,52059,94.6,57567
635,78594,97.6,57568
252,55556,94.6,57569
2572,40250,71.2,57570
31,23333,80.0,57571
1474,28750,75.3,57572
106,2499,95.2,57574
87,57250,100.0,57576
1175,24006,82.3,57577
1346,50505,83.7,57579
4168,60417,89.4,57580
80,26000,77.3,57584
110,41538,97.6,57585
3514,58448,93.5,57601
606,70000,96.1,57620
250,26250,70.5,57621
280,-666666666,77.0,57622
912,55357,90.3,57623
3906,48056,86.8,57625
802,53500,92.0,57626
31,-666666666,100.0,57630
348,49300,93.1,57631
730,80568,83.3,57632
402,71250,90.9,57633
157,51042,100.0,57634
77,103333,100.0,57636
1910,49861,90.4,57638
355,18125,72.3,57639
44,-666666666,94.9,57640
235,66875,96.4,57641
2009,56042,85.9,57642
259,61250,96.4,57644
142,44688,96.3,57645
267,91563,90.4,57646
419,72188,95.4,57648
255,59531,93.8,57649
13,-666666666,100.0,57650
73,-666666666,100.0,57651
409,26750,71.6,57652
842,61607,95.3,57656
218,132500,95.7,57657
410,23125,76.4,57658
12,-666666666,100.0,57659
95,70313,100.0,57660
183,60893,73.4,57661
45046,52255,92.5,57701
34985,81537,97.6,57702
16951,76363,91.8,57703
2339,60802,100.0,57706
1168,-666666666,59.9,57714
362,-666666666,100.0,57716
8468,57153,89.2,57717
7507,79435,94.5,57718
11583,72376,93.6,57719
695,72031,94.7,57720
143,55000,98.4,57722
238,56389,94.3,57724
245,44125,91.1,57725
5809,76667,93.4,57730
1944,47500,91.9,57732
1614,56591,95.9,57735
47,-666666666,100.0,57737
364,46023,96.4,57738
134,-666666666,99.1,57741
2243,84063,94.4,57744
1851,80000,95.1,57745
5590,59209,91.0,57747
295,48250,88.5,57748
197,16875,65.5,57750
947,98393,93.3,57751
2439,-666666666,74.3,57752
3542,54732,96.8,57754
130,96250,96.6,57755
681,-666666666,79.9,57756
60,45139,100.0,57758
338,166111,96.6,57759
951,60379,88.0,57760
1188,91313,95.8,57761
517,46136,87.1,57762
384,67578,98.0,57763
1968,29318,73.6,57764
123,-666666666,81.3,57766
180,250001,100.0,57767
4121,87279,97.6,57769
5815,50811,76.9,57770
1381,20703,59.7,57772
221,39583,65.7,57773
358,88333,90.5,57775
0,-666666666,-666666666.0,57776
267,-666666666,100.0,57779
64,-666666666,90.6,57780
63,60000,100.0,57782
16533,64500,94.8,57783
10523,57146,95.5,57785
677,56422,95.9,57787
675,68750,98.1,57788
1076,76875,98.0,57790
163,43750,98.6,57791
86,95536,100.0,57792
2107,77143,92.9,57793
857,11724,56.7,57794
565,-666666666,100.0,57799
261,63250,94.6,58001
0,-666666666,-666666666.0,58002
371,83375,97.0,58004
892,137222,99.3,58005
508,91250,94.6,58006
114,102083,97.7,58007
213,97083,98.1,58008
30,203500,100.0,58009
441,91250,97.9,58011
2736,63365,95.7,58012
110,-666666666,75.2,58013
256,97083,95.7,58015
206,101845,100.0,58016
326,77083,95.1,58017
467,101250,96.3,58018
595,76406,88.7,58021
1450,59375,90.6,58027
77,127250,85.7,58029
662,70469,94.7,58030
399,89167,88.2,58031
747,75750,92.9,58032
433,103125,81.8,58033
263,120625,84.7,58035
337,88750,92.9,58036
248,102917,98.5,58038
1001,70000,93.4,58040
1520,78529,93.7,58041
1291,135547,97.5,58042
132,98750,91.5,58043
2103,76354,94.7,58045
739,79583,94.9,58046
4427,148833,98.8,58047
462,89688,97.4,58048
292,100568,95.6,58049
1866,115875,98.9,58051
562,91667,96.3,58052
1368,48586,92.3,58053
3183,70625,93.9,58054
141,30833,95.9,58056
180,76607,93.9,58057
129,73214,97.8,58058
1462,110682,92.7,58059
1201,69894,90.3,58060
320,76719,97.7,58061
152,69500,96.4,58062
401,95833,96.7,58063
463,70625,95.3,58064
9,-666666666,100.0,58065
259,91250,98.2,58067
314,76042,87.4,58068
130,65000,100.0,58069
411,92500,97.8,58071
7928,58803,95.4,58072
35,-666666666,100.0,58074
8955,60451,92.6,58075
528,-666666666,100.0,58076
759,96667,93.2,58077
39243,97231,97.2,58078
452,79750,92.5,58079
785,81667,94.4,58081
32256,56823,94.8,58102
48577,56786,92.9,58103
46165,85919,97.5,58104
2533,-666666666,100.0,58105
42353,65498,95.8,58201
2976,28777,100.0,58202
16280,54692,95.5,58203
1860,70500,96.1,58204
253,-666666666,100.0,58205
269,55000,97.9,58210
370,58250,91.0,58212
418,104500,97.8,58214
168,151563,96.3,58216
775,66625,95.3,58218
69,-666666666,100.0,58219
2204,60250,91.9,58220
209,42500,95.1,58222
138,64821,100.0,58223
55,122000,100.0,58224
1081,69632,95.5,58225
535,80000,97.0,58227
716,63854,89.9,58228
62,40000,98.2,58229
568,87794,95.7,58230
459,78375,80.8,58231
277,91029,95.9,58233
577,61875,95.5,58235
42,250001,89.5,58236
5156,66050,84.2,58237
104,100417,97.4,58238
20,-666666666,100.0,58239
1171,72917,94.0,58240
218,76875,95.2,58241
546,59519,84.5,58243
43,85313,94.1,58244
2224,59211,92.6,58249
210,80000,94.2,58250
1941,85938,93.2,58251
516,81607,96.5,58254
0,-666666666,-666666666.0,58255
824,88000,96.4,58256
2340,78365,89.2,58257
263,53750,99.0,58258
470,59583,93.9,58259
227,62857,91.4,58260
1295,65833,87.7,58261
116,-666666666,91.0,58262
561,82639,95.4,58265
157,86625,100.0,58266
1426,86154,95.8,58267
219,36406,95.5,58269
1905,71458,87.0,58270
590,86364,95.8,58271
229,73750,97.0,58272
154,54583,90.1,58273
925,81500,99.1,58274
796,87083,94.9,58275
434,80500,93.5,58276
151,82125,95.8,58277
1882,94125,97.3,58278
58,117708,86.5,58281
1254,44375,83.6,58282
10190,58272,93.4,58301
10,-666666666,100.0,58310
69,113750,94.8,58311
49,-666666666,82.1,58313
5920,54722,82.7,58316
188,-666666666,91.3,58317
3874,79830,93.5,58318
99,109375,95.9,58321
80,172500,96.7,58323
1388,56875,82.8,58324
64,-666666666,100.0,58325
354,113438,93.8,58327
2940,48610,86.3,58329
514,65908,80.9,58330
172,77917,90.4,58331
227,62875,91.4,58332
1256,25313,82.0,58335
104,59375,93.2,58338
23,33438,50.0,58339
2526,49554,89.7,58341
55,92813,87.5,58343
1012,60474,92.8,58344
157,79167,92.6,58345
546,62813,95.5,58346
727,56563,86.7,58348
345,78750,93.0,58351
480,72589,95.0,58352
92,123000,63.6,58353
49,74000,93.8,58355
1711,48512,91.0,58356
557,75195,83.0,58357
264,122500,98.9,58361
20,-666666666,100.0,58362
74,89750,100.0,58363
167,54464,80.9,58365
873,64500,92.1,58366
1519,56667,85.0,58367
3408,57055,93.5,58368
1011,80750,93.5,58369
1255,43438,77.0,58370
115,66875,100.0,58372
534,63750,96.9,58374
221,103750,92.6,58377
286,40156,74.8,58379
431,68125,91.9,58380
440,108000,95.9,58381
116,88676,96.5,58382
258,89167,98.3,58384
196,101875,94.5,58385
62,126250,95.8,58386
17410,57278,91.6,58401
114,-666666666,45.5,58402
680,-666666666,100.0,58405
992,63167,87.1,58413
211,-666666666,87.1,58415
404,57500,93.5,58416
415,58068,96.9,58418
358,105000,95.9,58420
2981,80461,94.8,58421
202,137500,89.9,58422
60,40833,93.3,58423
445,75625,98.5,58424
1316,75938,88.4,58425
195,76250,88.8,58426
233,60625,78.3,58428
271,78750,94.2,58429
150,54712,98.1,58430
135,106429,96.7,58431
1229,56875,89.3,58433
1715,52321,90.5,58436
730,72647,94.1,58438
248,-666666666,60.2,58439
90,55000,97.0,58440
324,77500,88.4,58441
496,56364,91.5,58442
135,57500,90.6,58443
161,68214,91.9,58444
208,80729,88.7,58445
339,61458,96.9,58448
66,57143,96.3,58451
52,-666666666,100.0,58452
326,64375,89.5,58454
384,76000,98.4,58455
601,72500,91.8,58456
1089,69813,87.9,58458
137,55417,91.3,58460
442,66250,85.6,58461
579,69063,88.4,58463
229,54464,94.3,58464
460,71580,98.5,58466
558,65875,90.4,58467
398,83750,94.5,58472
2806,75066,92.1,58474
121,-666666666,87.9,58475
412,-666666666,97.3,58476
147,71000,95.3,58477
126,-666666666,99.1,58478
161,70875,99.2,58479
196,76023,94.2,58480
212,85714,100.0,58481
979,58304,93.1,58482
354,80568,90.9,58483
99,105625,95.7,58484
164,121250,94.8,58486
617,44500,86.0,58487
149,73295,84.0,58488
297,88750,95.5,58490
387,91250,99.0,58492
422,83482,83.0,58494
1204,69107,86.1,58495
125,68563,95.9,58496
178,107813,87.2,58497
28579,65777,94.2,58501
36944,101618,96.2,58503
29545,79652,94.4,58504
0,-666666666,-666666666.0,58505
253,89643,98.0,58520
705,128048,96.7,58521
3272,90268,88.3,58523
62,66250,96.3,58524
766,23000,84.8,58528
717,60469,94.2,58529
1113,82250,94.3,58530
341,77188,92.0,58531
275,42237,95.8,58532
957,53500,89.9,58533
444,62500,90.1,58535
2274,39432,84.4,58538
3154,78068,91.6,58540
548,90391,94.4,58541
250,43125,92.7,58542
565,66250,90.0,58544
3247,76500,90.9,58545
299,65962,93.3,58549
1358,62000,88.3,58552
28814,83542,93.9,58554
913,103438,95.7,58558
364,108250,90.8,58559
288,-666666666,54.8,58560
1039,53611,89.7,58561
301,63438,94.2,58562
1951,71875,93.8,58563
98,56429,98.6,58564
182,86250,100.0,58565
255,46890,93.4,58566
526,52857,89.8,58568
108,-666666666,97.1,58569
484,77917,90.5,58570
784,55104,90.6,58571
337,81563,96.8,58572
763,59432,89.3,58573
850,75521,96.5,58575
1073,86106,93.1,58576
1850,76063,93.7,58577
1022,82986,90.1,58579
523,115278,84.7,58580
291,93611,92.1,58581
29309,78864,92.2,58601
183,58750,92.1,58620
1271,89712,93.8,58621
1781,78500,91.0,58622
2030,78109,87.3,58623
288,122500,91.2,58625
636,92986,93.3,58626
181,77292,93.3,58627
479,111157,95.9,58630
989,52500,90.1,58631
274,60625,96.6,58632
318,-666666666,100.0,58634
934,59375,90.0,58636
966,56364,88.4,58638
1764,61042,93.5,58639
1226,95664,85.7,58640
71,-666666666,88.6,58641
321,74875,94.0,58642
122,58833,76.6,58643
21,-666666666,100.0,58644
243,70833,100.0,58645
1041,50268,86.9,58646
1301,68333,90.1,58647
311,63833,89.8,58649
425,68804,90.3,58650
516,103304,91.8,58651
1198,73393,86.7,58652
708,83125,94.8,58653
230,118000,98.1,58654
591,115139,89.7,58655
368,83750,98.9,58656
32855,74753,92.8,58701
22780,80639,94.8,58703
4658,72237,98.0,58704
285,-666666666,100.0,58705
509,-666666666,100.0,58707
565,83482,90.4,58710
251,72500,98.0,58711
78,43750,100.0,58712
175,81207,100.0,58713
306,56743,99.0,58716
1157,97833,95.1,58718
433,88750,97.0,58721
1526,78750,94.8,58722
210,71875,89.1,58723
347,93750,93.1,58725
143,83571,81.8,58727
1350,83516,85.5,58730
355,95954,90.3,58731
256,96250,87.6,58733
220,64028,95.5,58734
483,141500,96.2,58735
469,61250,92.8,58736
177,103750,86.1,58737
777,92917,92.9,58740
672,104643,93.3,58741
114,78958,69.4,58744
1581,66691,93.2,58746
139,37500,85.3,58748
482,85000,90.1,58750
380,84167,88.3,58752
206,-666666666,100.0,58755
161,83625,95.3,58756
1171,98750,86.3,58757
271,80234,86.5,58758
665,89167,96.3,58759
237,65469,87.7,58760
848,64219,86.3,58761
190,81875,95.5,58762
3982,73077,90.5,58763
350,94750,98.2,58765
402,95208,89.2,58768
174,73125,93.1,58769
1679,63438,82.2,58770
519,83352,91.3,58771
159,109018,92.1,58772
990,96563,95.8,58773
181,63571,90.9,58775
255,79657,91.8,58776
125,138269,96.7,58778
340,58750,88.9,58779
607,107917,95.4,58781
497,74896,95.2,58782
434,86964,91.1,58783
2860,108000,90.9,58784
1630,98750,99.2,58785
65,-666666666,91.4,58787
827,77656,88.3,58788
443,75000,87.0,58789
1460,75588,93.9,58790
258,98611,90.2,58792
586,71250,93.7,58793
206,69087,99.0,58794
153,92917,89.3,58795
33579,85913,90.7,58801
154,54063,93.3,58830
1133,90000,91.1,58831
213,117500,98.6,58833
904,129545,97.4,58835
309,92969,100.0,58838
951,135509,91.7,58843
100,-666666666,96.5,58844
582,85536,96.4,58845
293,84167,89.3,58847
1171,67604,93.6,58849
1973,76198,89.4,58852
494,101719,91.0,58853
9173,82426,91.9,58854
70,107500,90.2,58856
1337,76120,93.7,59001
187,32885,95.9,59002
1125,43698,93.9,59003
1132,38472,90.0,59006
135,84167,100.0,59007
420,82969,88.5,59008
193,97813,100.0,59010
3148,63397,96.9,59011
60,53750,88.9,59012
141,188478,100.0,59013
1516,48438,96.0,59014
367,61071,83.5,59015
966,51125,91.7,59016
626,59688,90.2,59018
4283,85100,93.0,59019
86,46250,100.0,59020
2180,36563,85.7,59022
326,68929,96.5,59024
32,-666666666,100.0,59025
118,56250,93.6,59026
660,53833,95.3,59027
446,90417,97.3,59028
780,67656,95.4,59029
1160,50821,95.0,59030
473,122969,80.6,59031
442,57000,91.5,59032
124,87188,84.9,59033
5199,55893,89.0,59034
182,49120,97.9,59035
1577,53456,92.4,59036
2267,88750,97.7,59037
612,62917,92.6,59038
23,-666666666,82.6,59039
2080,79625,97.0,59041
3038,36853,81.7,59043
12851,83687,94.7,59044
496,68750,95.2,59046
13565,69417,97.3,59047
1602,62679,91.0,59050
130,-666666666,95.9,59052
203,-666666666,85.5,59053
236,50375,97.9,59054
123,95000,100.0,59055
919,81250,99.0,59057
22,16875,68.2,59058
191,35313,93.3,59059
242,81250,90.7,59061
50,44583,100.0,59062
1946,77955,91.7,59063
244,-666666666,89.6,59064
101,119500,100.0,59065
660,51563,90.8,59066
217,75417,95.6,59067
3514,55368,98.4,59068
544,61406,90.1,59069
1407,86667,90.5,59070
113,90000,76.0,59071
4483,55675,90.6,59072
421,43750,89.0,59074
172,63393,100.0,59075
44,-666666666,93.9,59076
65,110625,100.0,59077
120,44107,96.8,59078
3508,64475,96.8,59079
114,-666666666,100.0,59081
13,-666666666,100.0,59082
3,-666666666,100.0,59083
112,-666666666,100.0,59085
822,67986,98.2,59086
356,58295,99.6,59087
1180,66393,90.0,59088
576,44688,83.4,59089
40848,56659,91.3,59101
48480,72044,97.4,59102
34895,75985,95.7,59105
19057,114911,98.3,59106
5532,48690,93.4,59201
255,153813,100.0,59211
370,60000,98.9,59212
822,50000,93.8,59213
54,29464,100.0,59214
907,83350,98.2,59215
191,73472,100.0,59217
1069,74102,95.7,59218
205,91250,89.7,59219
1905,63125,95.9,59221
208,63750,93.6,59222
44,145625,100.0,59223
574,43750,90.1,59225
653,60000,96.3,59226
4455,66950,96.0,59230
428,36509,68.9,59231
17,-666666666,86.7,59240
435,46080,99.1,59241
68,81250,100.0,59242
425,84500,98.4,59243
56,61250,100.0,59244
303,42500,94.8,59247
1046,74722,91.7,59248
302,-666666666,97.1,59250
82,61250,100.0,59252
88,126750,100.0,59253
1900,65625,86.2,59254
3078,40474,90.2,59255
122,-666666666,92.8,59256
67,64286,100.0,59257
178,-666666666,94.3,59258
354,68906,93.6,59259
104,76667,100.0,59260
407,59286,93.3,59261
744,70956,99.8,59262
1188,45994,96.2,59263
8585,62500,95.1,59270
13,-666666666,100.0,59273
287,59318,92.7,59274
559,67083,97.0,59275
23,74375,100.0,59276
11610,60997,94.3,59301
142,59250,97.3,59311
10,-666666666,100.0,59312
2284,79929,94.3,59313
71,56964,100.0,59314
88,69688,100.0,59315
29,-666666666,100.0,59316
1097,62500,87.1,59317
149,61875,96.5,59318
21,45313,95.0,59319
126,48125,100.0,59322
2327,87321,95.3,59323
662,43125,97.5,59324
420,-666666666,70.1,59326
2308,55343,87.1,59327
8300,68238,95.1,59330
180,29890,94.3,59332
30,106250,100.0,59333
222,60625,99.3,59336
602,65000,97.8,59337
162,73750,98.5,59338
149,55625,99.0,59339
47,45000,100.0,59343
525,78750,96.7,59344
41,113750,100.0,59345
355,89405,98.7,59347
875,48935,91.5,59349
212,57813,88.8,59351
1129,59000,95.1,59353
214,-666666666,100.0,59354
13660,48396,92.2,59401
28417,77829,93.8,59404
34010,53901,93.8,59405
621,41118,86.9,59410
863,62870,92.5,59411
1493,75250,93.2,59412
672,-666666666,83.0,59414
370,97632,99.2,59416
7532,35272,86.7,59417
94,-666666666,100.0,59418
70,47292,88.9,59419
251,57969,92.5,59420
2025,69563,91.1,59421
2746,60238,91.1,59422
61,80469,100.0,59424
3698,59535,89.6,59425
5008,45929,85.0,59427
593,88750,98.2,59430
163,66250,96.0,59432
469,56579,90.5,59433
414,53000,98.4,59434
36,-666666666,100.0,59435
2222,77292,87.4,59436
263,-666666666,100.0,59440
138,-666666666,100.0,59441
1846,68194,96.9,59442
498,66071,91.9,59443
237,43750,78.3,59444
632,55000,96.2,59446
360,83750,95.3,59447
690,33438,83.1,59448
522,60250,97.6,59450
249,90476,99.4,59451
522,44464,93.5,59452
279,52500,97.8,59453
135,36042,92.1,59454
194,40208,60.9,59456
8783,57579,94.6,59457
156,46175,99.4,59460
53,62941,100.0,59461
142,52500,95.4,59462
103,38125,95.1,59463
553,48625,86.7,59464
40,-666666666,100.0,59465
103,-666666666,100.0,59466
96,55625,55.1,59467
634,76000,98.4,59468
156,76667,99.0,59469
357,58750,95.9,59471
541,55625,88.4,59472
3331,51531,88.6,59474
329,94063,94.0,59477
736,48869,91.7,59479
303,53750,96.1,59480
992,81806,78.1,59482
358,81615,96.4,59483
84,75658,92.9,59484
712,86625,95.1,59485
1213,51944,82.3,59486
1394,50060,96.1,59487
335,59180,98.5,59489
12358,62188,90.9,59501
1151,55625,93.7,59520
3662,42617,82.7,59521
1324,51406,74.1,59522
2131,68071,94.0,59523
729,38750,90.2,59524
212,49219,81.8,59525
2791,56890,88.5,59526
1210,49327,84.5,59527
226,51250,87.0,59528
140,60938,98.1,59529
137,77083,91.1,59530
385,48500,87.2,59531
105,74688,87.2,59532
40,-666666666,100.0,59535
71,111875,78.3,59537
3102,65670,93.8,59538
561,63750,91.1,59540
303,63750,82.1,59542
177,40208,90.8,59544
60,41389,78.2,59545
116,45506,92.0,59546
48,41250,68.6,59547
31447,65696,96.2,59601
29846,89464,94.7,59602
0,-666666666,-666666666.0,59623
155,-666666666,100.0,59625
371,49375,91.9,59631
2412,59789,92.3,59632
289,-666666666,100.0,59633
5255,110375,97.0,59634
7815,69295,92.3,59635
27,-666666666,-666666666.0,59636
594,71000,85.0,59638
1171,44300,93.6,59639
67,60568,81.0,59640
37,-666666666,100.0,59642
680,32853,94.5,59643
4504,62542,92.9,59644
1719,57375,97.1,59645
412,56964,96.7,59647
335,66500,97.4,59648
33990,55818,93.4,59701
243,42083,94.7,59710
9424,47265,91.9,59711
206,63889,92.8,59713
23248,84427,97.0,59714
39061,76708,97.4,59715
2144,98207,96.8,59716
42538,92054,98.2,59718
368,45714,100.0,59720
462,84000,97.6,59721
5704,57522,93.2,59722
100,68333,90.8,59724
8081,55578,95.1,59725
329,69375,97.2,59727
373,68906,90.4,59728
2391,64080,96.8,59729
2384,92813,96.8,59730
197,56375,83.0,59731
238,66250,74.5,59732
172,72500,62.2,59733
297,59432,93.8,59735
146,79167,99.2,59736
281,51094,98.6,59739
435,43873,95.6,59740
5315,78239,98.4,59741
186,37292,71.5,59743
156,65682,97.6,59745
100,54375,98.8,59746
204,67083,98.9,59747
343,92969,96.8,59748
2026,75735,94.6,59749
393,79267,96.5,59750
276,43214,95.9,59751
4545,79788,96.8,59752
1065,69671,98.7,59754
127,75625,89.0,59755
339,-666666666,59.6,59756
1804,58810,92.9,59758
3647,54696,92.0,59759
252,62917,91.6,59760
310,58750,97.5,59761
212,52411,96.4,59762
31094,51494,96.7,59801
19533,64908,96.9,59802
17109,98233,95.8,59803
7847,78551,96.2,59804
22921,72702,96.4,59808
1318,-666666666,100.0,59812
2007,67500,96.0,59820
2780,64868,89.8,59821
1791,76060,98.3,59823
1520,61154,94.2,59824
2229,81813,95.2,59825
616,54934,98.5,59826
294,66250,95.2,59827
5432,78676,93.7,59828
2219,54643,90.5,59829
143,41875,73.9,59830
602,40714,88.6,59831
891,55125,82.6,59832
5728,78003,95.8,59833
2028,79631,94.8,59834
368,47443,100.0,59837
14625,62576,92.5,59840
904,78036,86.7,59841
125,-666666666,100.0,59842
256,76094,98.9,59843
732,49338,86.8,59844
1303,29194,84.7,59845
1295,58750,98.1,59846
6601,69793,95.0,59847
95,74250,100.0,59848
40,-666666666,100.0,59851
905,52500,92.4,59853
195,81750,94.4,59854
376,28750,75.2,59855
226,43750,64.0,59856
1678,45313,91.7,59858
4115,47097,92.1,59859
11528,57204,93.1,59860
173,74013,100.0,59863
7057,46518,91.4,59864
3899,54375,90.0,59865
941,68021,94.9,59866
15,-666666666,100.0,59867
1944,44881,96.0,59868
12182,73319,93.0,59870
302,75500,100.0,59871
2394,51389,92.5,59872
2663,46467,90.6,59873
2023,57587,96.0,59874
4054,65968,91.9,59875
60177,67936,95.5,59901
658,-666666666,92.9,59910
9161,75820,98.6,59911
15381,69403,94.8,59912
544,55446,93.8,59913
342,57292,89.5,59914
357,-666666666,73.7,59915
186,53558,97.8,59916
5001,48426,90.9,59917
625,65417,97.8,59918
891,38750,93.8,59919
1525,71681,93.3,59920
2501,71541,95.0,59922
9545,43271,92.4,59923
1654,57903,94.6,59925
280,-666666666,90.3,59926
328,73250,100.0,59927
190,59750,100.0,59928
215,-666666666,89.9,59929
697,40167,94.8,59930
269,-666666666,93.5,59931
1347,54627,80.5,59932
21,-666666666,42.9,59933
763,62083,92.5,59934
3505,40676,93.2,59935
514,74583,97.7,59936
14183,73233,97.5,59937
24398,106176,94.9,60002
52189,117720,96.0,60004
29216,95765,93.5,60005
32768,94051,93.6,60007
22863,89205,88.0,60008
46674,170505,97.3,60010
11736,150320,97.1,60012
26266,114055,96.7,60013
48568,102530,94.7,60014
27835,181111,97.9,60015
61988,80116,89.0,60016
28820,75528,81.7,60018
11051,65099,92.7,60020
5199,116626,98.7,60021
8529,227279,99.9,60022
40858,116809,96.4,60025
14743,145533,97.0,60026
546,228750,98.4,60029
35978,102436,96.7,60030
37202,108424,96.2,60031
13574,69619,82.4,60033
2061,90938,89.8,60034
30215,159519,97.7,60035
5227,105282,83.5,60040
8843,86406,88.3,60041
8589,89660,92.0,60042
2537,250001,99.6,60043
10271,114831,95.5,60044
21159,201847,98.9,60045
34854,121099,95.0,60046
43750,167358,96.3,60047
29452,166229,97.6,60048
31820,84330,92.3,60050
23598,99854,93.9,60051
24910,102940,89.9,60053
56651,100850,91.1,60056
37131,104405,89.6,60060
27602,118371,95.0,60061
42004,136120,96.6,60062
15380,45030,71.4,60064
38380,122691,96.2,60067
39332,138196,96.2,60068
8602,147267,97.7,60069
15721,84054,82.4,60070
3938,71471,97.4,60071
959,134167,98.5,60072
62071,88279,81.1,60073
37222,78287,84.5,60074
0,-666666666,-666666666.0,60075
33170,100786,91.2,60076
29330,77826,90.8,60077
9194,113978,95.9,60081
9699,106600,90.0,60083
17301,99957,92.1,60084
71465,58843,75.2,60085
27815,75691,77.8,60087
14143,57143,98.2,60088
42867,127537,97.2,60089
38753,80060,87.8,60090
27591,179700,98.4,60091
20272,227013,97.7,60093
6655,93806,96.0,60096
11865,88851,93.2,60097
33116,88059,91.7,60098
31523,65021,84.4,60099
37175,82705,80.5,60101
32227,127140,94.4,60102
42047,127138,95.0,60103
18621,72337,86.8,60104
20321,76425,83.9,60106
39450,94502,87.9,60107
23647,100072,92.5,60108
434,77656,95.6,60109
39383,85785,75.1,60110
